id,code,codeType,category,severity,applicableRegions,applicableBrands,title,description,causes,actions,url
p1351,P1351,manufacturer_specific,fuel,warning,US|EU|Global,,P1351 - Fuel Level Sensor B Circuit Malfunction,"Fault code P1351 means ""Fuel Level Sensor B Circuit Malfunction"". It is a manufacturer-specific diagnostic trouble code (DTC) in the powertrain system, classified as ""fuel"" with a severity level of ""warning"". This code indicates a condition that should be addressed soon. Schedule a diagnostic appointment within the next few days to prevent further damage. This code is defined by the SAE J2012 / ISO 15031-6 standard and applies to OBD-II compliant vehicles sold in the US, EU, and other global markets.",Fuel injector clogged or leaking|Fuel pump pressure out of specification|Fuel rail pressure sensor failure|Contaminated fuel,Schedule service as soon as possible|Have fuel pressure tested|Inspect fuel injectors for clogs or leaks,https://evfaultcode.com/en/common/p1351/
p1352,P1352,manufacturer_specific,fuel,caution,US|EU|Global,,P1352 - Fuel Level Sensor B Range / Performance,"Fault code P1352 means ""Fuel Level Sensor B Range / Performance"". It is a manufacturer-specific diagnostic trouble code (DTC) in the powertrain system, classified as ""fuel"" with a severity level of ""caution"". This is a lower-severity code that should be monitored. Have it checked at your next regular service appointment. This code is defined by the SAE J2012 / ISO 15031-6 standard and applies to OBD-II compliant vehicles sold in the US, EU, and other global markets.",Fuel injector clogged or leaking|Fuel pump pressure out of specification|Fuel rail pressure sensor failure|Contaminated fuel,Monitor the situation and service at your next scheduled visit|Have fuel pressure tested|Inspect fuel injectors for clogs or leaks,https://evfaultcode.com/en/common/p1352/
p1353,P1353,manufacturer_specific,fuel,warning,US|EU|Global,,P1353 - Fuel Level Sensor B Circuit Low,"Fault code P1353 means ""Fuel Level Sensor B Circuit Low"". It is a manufacturer-specific diagnostic trouble code (DTC) in the powertrain system, classified as ""fuel"" with a severity level of ""warning"". This code indicates a condition that should be addressed soon. Schedule a diagnostic appointment within the next few days to prevent further damage. This code is defined by the SAE J2012 / ISO 15031-6 standard and applies to OBD-II compliant vehicles sold in the US, EU, and other global markets.",Fuel injector clogged or leaking|Fuel pump pressure out of specification|Fuel rail pressure sensor failure|Contaminated fuel,Schedule service as soon as possible|Have fuel pressure tested|Inspect fuel injectors for clogs or leaks,https://evfaultcode.com/en/common/p1353/
p1354,P1354,manufacturer_specific,fuel,warning,US|EU|Global,,P1354 - Fuel Level Sensor B Circuit High,"Fault code P1354 means ""Fuel Level Sensor B Circuit High"". It is a manufacturer-specific diagnostic trouble code (DTC) in the powertrain system, classified as ""fuel"" with a severity level of ""warning"". This code indicates a condition that should be addressed soon. Schedule a diagnostic appointment within the next few days to prevent further damage. This code is defined by the SAE J2012 / ISO 15031-6 standard and applies to OBD-II compliant vehicles sold in the US, EU, and other global markets.",Fuel injector clogged or leaking|Fuel pump pressure out of specification|Fuel rail pressure sensor failure|Contaminated fuel,Schedule service as soon as possible|Have fuel pressure tested|Inspect fuel injectors for clogs or leaks,https://evfaultcode.com/en/common/p1354/
p1355,P1355,manufacturer_specific,fuel,caution,US|EU|Global,,P1355 - Fuel Level Sensor B Intermittent/Bypass Line Monitor,"Fault code P1355 means ""Fuel Level Sensor B Intermittent/Bypass Line Monitor"". It is a manufacturer-specific diagnostic trouble code (DTC) in the powertrain system, classified as ""fuel"" with a severity level of ""caution"". This is a lower-severity code that should be monitored. Have it checked at your next regular service appointment. This code is defined by the SAE J2012 / ISO 15031-6 standard and applies to OBD-II compliant vehicles sold in the US, EU, and other global markets.",Fuel injector clogged or leaking|Fuel pump pressure out of specification|Fuel rail pressure sensor failure|Contaminated fuel,Monitor the situation and service at your next scheduled visit|Have fuel pressure tested|Inspect fuel injectors for clogs or leaks,https://evfaultcode.com/en/common/p1355/
p1360,P1360,manufacturer_specific,ignition,warning,US|EU|Global,,P1360 - IDM Input Circuit Malfunction/ Ignition Coil Control Circuit High Voltage,"Fault code P1360 means ""IDM Input Circuit Malfunction/ Ignition Coil Control Circuit High Voltage"". It is a manufacturer-specific diagnostic trouble code (DTC) in the powertrain system, classified as ""ignition"" with a severity level of ""warning"". This code indicates a condition that should be addressed soon. Schedule a diagnostic appointment within the next few days to prevent further damage. This code is defined by the SAE J2012 / ISO 15031-6 standard and applies to OBD-II compliant vehicles sold in the US, EU, and other global markets.",Spark plug worn or fouled|Ignition coil failure|Timing chain/belt issue|Crankshaft position sensor malfunction,Schedule service as soon as possible|Replace spark plugs if they are due for service|Test ignition coils individually,https://evfaultcode.com/en/common/p1360/
p1361,P1361,manufacturer_specific,ignition,warning,US|EU|Global,,P1361 - Ignition Coil A Primary Circuit Malfunction,"Fault code P1361 means ""Ignition Coil A Primary Circuit Malfunction"". It is a manufacturer-specific diagnostic trouble code (DTC) in the powertrain system, classified as ""ignition"" with a severity level of ""warning"". This code indicates a condition that should be addressed soon. Schedule a diagnostic appointment within the next few days to prevent further damage. This code is defined by the SAE J2012 / ISO 15031-6 standard and applies to OBD-II compliant vehicles sold in the US, EU, and other global markets.",Spark plug worn or fouled|Ignition coil failure|Timing chain/belt issue|Crankshaft position sensor malfunction,Schedule service as soon as possible|Replace spark plugs if they are due for service|Test ignition coils individually,https://evfaultcode.com/en/common/p1361/
p1362,P1362,manufacturer_specific,ignition,warning,US|EU|Global,,P1362 - Ignition Coil B Primary Circuit Malfunction,"Fault code P1362 means ""Ignition Coil B Primary Circuit Malfunction"". It is a manufacturer-specific diagnostic trouble code (DTC) in the powertrain system, classified as ""ignition"" with a severity level of ""warning"". This code indicates a condition that should be addressed soon. Schedule a diagnostic appointment within the next few days to prevent further damage. This code is defined by the SAE J2012 / ISO 15031-6 standard and applies to OBD-II compliant vehicles sold in the US, EU, and other global markets.",Spark plug worn or fouled|Ignition coil failure|Timing chain/belt issue|Crankshaft position sensor malfunction,Schedule service as soon as possible|Replace spark plugs if they are due for service|Test ignition coils individually,https://evfaultcode.com/en/common/p1362/
p1363,P1363,manufacturer_specific,ignition,warning,US|EU|Global,,P1363 - Ignition Coil C Primary Circuit Malfunction,"Fault code P1363 means ""Ignition Coil C Primary Circuit Malfunction"". It is a manufacturer-specific diagnostic trouble code (DTC) in the powertrain system, classified as ""ignition"" with a severity level of ""warning"". This code indicates a condition that should be addressed soon. Schedule a diagnostic appointment within the next few days to prevent further damage. This code is defined by the SAE J2012 / ISO 15031-6 standard and applies to OBD-II compliant vehicles sold in the US, EU, and other global markets.",Spark plug worn or fouled|Ignition coil failure|Timing chain/belt issue|Crankshaft position sensor malfunction,Schedule service as soon as possible|Replace spark plugs if they are due for service|Test ignition coils individually,https://evfaultcode.com/en/common/p1363/
p1364,P1364,manufacturer_specific,ignition,warning,US|EU|Global,,P1364 - Ignition Coil D Primary Circuit Malfunction,"Fault code P1364 means ""Ignition Coil D Primary Circuit Malfunction"". It is a manufacturer-specific diagnostic trouble code (DTC) in the powertrain system, classified as ""ignition"" with a severity level of ""warning"". This code indicates a condition that should be addressed soon. Schedule a diagnostic appointment within the next few days to prevent further damage. This code is defined by the SAE J2012 / ISO 15031-6 standard and applies to OBD-II compliant vehicles sold in the US, EU, and other global markets.",Spark plug worn or fouled|Ignition coil failure|Timing chain/belt issue|Crankshaft position sensor malfunction,Schedule service as soon as possible|Replace spark plugs if they are due for service|Test ignition coils individually,https://evfaultcode.com/en/common/p1364/
